date,Algeria,Libya,Iran,Azerbaijan,Norway,Russia
2022-06-01,2823.463018753333,212.93292172999998,1006.1088333333332,2014.8286899999996,11344.9,6846.849186666666
2022-07-01,2807.1933921576388,226.29706613669808,991.292322580645,2018.5860903225807,12071.655999999999,4543.194264516129
2022-08-01,3145.540436340302,220.68032673435434,1030.3842258064515,1622.5143967741935,11778.224,4947.911041935484
2022-09-01,3279.4885872441478,210.98070082386167,1005.5204999999999,2008.9088799999997,10198.467999999999,3271.6098833333326
2022-10-01,3069.801751633573,323.4425452946974,764.074193548387,2076.371051612903,11959.06,2187.436238709677
2022-11-01,2928.723333333333,319.465,1008.5563,2065.8842566666667,11607.624,2424.2016133333327
2022-12-01,3593.6732471531786,336.3448236893226,911.4687741935484,2106.3225322580643,11870.348,3553.9151806451614
2023-01-01,2407.5538733399394,240.51506404458806,327.89145161290315,2127.152948387097,11542.796,2839.3623322580643
2023-02-01,2839.9354612436964,238.95860769194337,457.90403571428567,2145.815139285714,11539.384,3165.9611857142854
2023-03-01,2979.7131272447937,308.59032258064514,1043.8551612903225,2237.427870967742,11488.204,2200.31504516129
2023-04-01,3689.5780736222887,295.8745696616304,1020.17,2219.4521999999997,10966.168,2951.32004
2023-05-01,2884.9860117563276,275.8201450091187,1007.7580645161289,2119.8640677419353,9191.928,2458.064258064516
2023-06-01,2913.4266666666663,247.09999999999997,493.0233333333333,1963.4883699999996,7885.132,2096.243433333333
2023-07-01,3148.532258064516,192.44193548387096,0.0,2107.002341935484,10184.82,2648.9347741935485
2023-08-01,3174.722580645161,160.558064516129,84.13925806451613,2127.3374193548384,9915.271999999999,2833.0299677419353
2023-09-01,3504.1133333333332,215.32999999999998,0.0,2187.243303333333,5718.512,2590.1363233333327
2023-10-01,3114.370967741935,225.46451612903223,146.0372387096774,2043.5978483870965,10430.484,3249.0917096774187
2023-11-01,2916.9566666666665,340.0566666666666,803.1656033333333,2008.7959199999998,11556.444,3854.663513333333
2023-12-01,2960.6451612903224,190.16451612903225,889.8959193548387,2179.8706516129027,12232.02,3760.313141935484
2024-01-01,2541.6,185.60967741935482,992.1281354838709,2141.907209677419,12044.36,4435.438167741935
2024-02-01,2549.221148275862,166.41028620689656,294.3411379310345,2102.704144827586,11553.032,4726.852803571428
2024-03-01,3177.7891258064515,193.52257096774193,281.8363387096774,2313.749887096774,11866.936,3234.0960419354833
2024-04-01,3426.2278,247.79541,640.0901933333333,2276.276963333333,11071.94,1798.1384633333334
2024-05-01,3212.502483870968,158.51749677419352,675.8116677419355,2304.213193548387,9993.748,2085.288287096774
2024-06-01,3070.9986166666667,74.73127666666666,766.5147899999998,2334.86555,10891.104,1602.7800266666668
2024-07-01,2871.8315387096773,75.1548387096774,705.1903774193548,2318.4766709677415,11358.547999999999,2833.7109161290323
2024-08-01,2834.6093580645156,88.60413870967743,559.4879193548387,1692.0781709677417,11208.42,3766.2788419354833
2024-09-01,2091.2225966666665,75.01838333333333,601.2201866666667,2310.59327,8212.684,2855.7994166666667
2024-10-01,3291.3719999999994,106.19606451612903,986.4744419354837,2349.9915999999994,11836.228,2920.5489161290316
2024-11-01,3449.8501733333333,158.92059999999998,1004.6603566666665,2342.5974266666667,12522.039999999999,4374.108896666667
2024-12-01,3011.4874096774192,100.20759032258064,628.7590451612903,2389.9443677419354,12467.448,4387.341348387096
2025-01-01,3180.003018825806,47.81530185483871,211.77039354838706,1856.7002903225805,12255.904,3167.2184838709677
2025-02-01,3259.6758765964287,44.30610034642857,105.17887142857141,2132.653282142857,12201.312,3039.034992857143
2025-03-01,3022.765554709677,171.496087216129,638.9288612903225,2318.424290322581,12201.312,2038.8596774193547
2025-04-01,2999.231066495817,157.7984859533333,984.2828433333332,2240.89342,11870.348,2141.34389
2025-05-01,2947.3313916548386,123.17681409354837,1038.1695838709677,2264.881022580645,10744.387999999999,1357.9727806451613
2025-06-01,2999.5415120433327,57.46176948333333,941.7334,2356.2938266666665,10580.612,1142.0620766666666
2025-07-01,2759.251711745161,49.135335106451606,972.7791806451612,2259.0724645161285,11880.583999999999,2116.129781172108
2025-08-01,2779.7763036816546,20.129382041935486,968.0,2223.159660797737,11621.271999999999,1815.9532628790612
2025-09-01,2119.4367111180345,27.783050594853606,590.7578235864923,2269.835459444815,8976.972,1891.5480718216481
2025-10-01,3330.3831477205244,82.43096231476903,586.6449663806677,2538.1444374227062,11558.73950738925,2123.257415944574
2025-11-01,3304.3702826357476,150.6328996619575,815.6207393026395,2474.84018687061,12150.14564811012,2518.0906561806214
2025-12-01,3485.5251264882936,111.0249017434035,762.436999434949,2629.7212132364143,12499.170739543964,2507.9455532595493
2026-01-01,2684.5343785611476,168.21169833921832,583.3849814385366,2544.9547451175777,11885.537930559358,3260.3496542484927
2026-02-01,2856.4193997018633,151.14277267146068,485.032888863343,2313.930512253307,11675.727640662453,3438.2541072071986
2026-03-01,2982.0837199499106,176.72760916056905,661.0919248672005,2626.0889093749506,11636.205090107002,4566.515103177838
2026-04-01,3154.1263448072755,199.1241338984869,734.6368132232645,2506.3374401538986,11092.636465617163,3961.160070732203
2026-05-01,2906.8381629372343,174.98215529994025,731.9719364729656,2372.8559730815414,10059.463684601184,3505.2775990443024
2026-06-01,2777.2463652115534,120.82544482028287,619.688433649922,2420.6651861713576,9735.135071204857,2744.1356787730692
2026-07-01,2775.408659347123,127.5666254174226,455.8383549059657,2582.891203965903,11029.22973325703,2401.7414067085833
2026-08-01,2760.5764688117215,124.12524053500108,488.4584800417649,2268.2222886407535,10766.589308764751,2027.8756627684638
2026-09-01,2703.8389655078763,123.1746416541936,487.3814416031001,2447.37222329544,8583.430312899281,2060.70610411001
2026-10-01,3073.0910970553887,155.78057733563423,447.43948578933885,2601.6597324478616,11423.364505903734,2155.919600086769
2026-11-01,2992.2872880663563,188.2117975956808,785.2999636163721,2542.436475806313,11874.17858852448,2672.265711577472
2026-12-01,3060.753121728198,138.12730327210934,719.7752955282261,2716.387609969509,12172.131889669097,2621.401939956736
