Country,Year,Power,Industry,R&C,Transport,Others,Total Domestic Demand,Pipeline Exports,LNG Supply,Marketed Production,Pipeline Imports,LNG Demand,LNG Demand Converted,Region
Australia,2010,1132.984931506849,911.1268493150684,359.4797260273972,34.71972602739726,614.8002739726027,3053.1115068493145,0.0,2491.0680593803218,5094.121286849317,398.0300681394239,0.0,0.0,Asia
Australia,2011,1170.1224657534244,916.6394520547944,369.15095890410953,32.97890410958904,597.778904109589,3086.6706849315065,0.0,2482.6997953632685,5456.65328931507,425.2431284893964,0.0,0.0,Asia
Australia,2012,1280.6377049180328,906.8049180327869,376.1475409836066,33.17814207650273,618.3286885245902,3215.0969945355196,0.0,2688.462650586212,5226.285342191782,400.52287835569666,0.0,0.0,Asia
Australia,2013,1338.7887671232875,987.0460273972602,399.6153424657534,36.5572602739726,736.4643835616438,3498.4717808219175,0.0,2895.974737338218,6092.9951575342475,458.3732411964079,0.0,0.0,Asia
Australia,2014,1370.510410958904,1004.9378082191779,410.7372602739726,35.39671232876712,757.2575342465753,3578.8397260273964,0.0,3047.663009626533,6266.472574246576,420.3077930580697,0.0,0.0,Asia
Australia,2015,1427.8608219178082,966.639726027397,419.7315068493151,37.621095890410956,763.5438356164384,3615.396986301369,0.0,3792.0428173364558,6584.595132054796,477.8312684049022,0.0,0.0,Asia
Australia,2016,1406.5024590163935,910.2770491803277,393.79754098360655,42.565244384913655,839.291256830601,3592.4335503958423,0.0,5667.57455439636,8015.759631780823,461.9231579426949,0.0,0.0,Asia
Australia,2017,1407.8413698630136,879.1150684931506,408.1260273972603,44.20390060273972,975.4405479452055,3714.72691430137,0.0,7234.011018719616,10235.167586027399,426.89940364682917,0.0,0.0,Asia
Australia,2018,1442.2709589041094,882.693424657534,398.3580821917808,48.84609238356164,1071.4758904109588,3843.644448547944,0.0,8762.269269657509,11699.614981095892,429.5488537923076,0.0,0.0,Asia
Australia,2019,1430.4720547945203,844.105205479452,401.1627397260274,54.74554443835616,1169.2520547945205,3899.7375992328766,0.0,9849.387058793614,14031.062449315072,372.10608738075564,0.0,0.0,Asia
Australia,2020,1463.5032786885245,847.1035519125683,418.58469945355193,53.24703182513661,1224.022677595628,4006.4612394754095,0.0,10037.41260025413,15140.71805013699,376.84660999761275,0.0,0.0,Asia
Australia,2021,1305.2295890410958,882.7901369863014,416.54,50.29677731506849,1216.641095890411,3871.4975992328764,0.0,10164.675675313778,14607.707961643837,435.0974143765278,0.0,0.0,Asia
Australia,2022,1296.4287671232876,862.2871232876711,413.05835616438355,49.722175360079085,1237.2408219178083,3858.7372438532298,0.0,10266.179013372088,15664.246383561647,171.7604140456372,0.0,0.0,Asia
Australia,2023,1343.0903086904875,845.0028901891434,413.066261463536,52.21480253686583,1248.0474485333411,3901.4217114133744,0.0,10361.205285731536,15843.403178054794,67.88386585813664,0.0,0.0,Asia
Australia,2024,1320.1792074330153,828.535539090575,429.649961999849,54.239137419996965,1248.661340890146,3881.2651868335824,0.0,10294.473325996936,15644.8958630137,0.0,0.0,0.0,Asia
Australia,2025,1354.665256303899,802.3796483305939,423.6441988700176,56.49281205522543,1266.5775908658402,3903.759506425576,0.0,10445.664563497392,15331.997945753426,0.0,0.0,0.0,Asia
Australia,2026,1400.5824093196459,803.2285673488294,440.0587753461613,62.66828946926424,1260.030885008674,3966.568926492575,0.0,10317.262744712196,14948.69799710959,0.0,0.0,0.0,Asia
Australia,2027,1458.4342613058614,800.536960570616,457.5385695645933,68.45168491700659,1264.7661006890048,4049.727577047082,0.0,10315.382907802747,14380.647473219427,0.0,0.0,0.0,Asia
Australia,2028,1498.7691815742116,801.4025673736304,476.62973752865116,74.4258979548384,1255.8536125086132,4107.080996939945,0.0,10235.015451756019,14294.363588380113,0.0,47.73286031585121,0.36611103862257877,Asia
Australia,2029,1530.915815369842,800.6987398876272,497.50904242971586,80.72200204288396,1245.8451463808499,4155.690746110919,0.0,10141.617443639783,14172.861497878883,0.0,124.44669187181898,0.9545061266568515,Asia
Australia,2030,1566.7043429797,801.6218136496326,519.6496789590068,87.37341075948983,1238.1281202695154,4213.477366617344,0.0,10079.676756300152,14086.177445737118,0.0,206.97667718037883,1.5875111139735056,Asia
Australia,2031,1557.3905802604063,781.9750715733419,527.2095132170027,92.4357695935984,1206.1605976393705,4165.17153228372,0.0,9998.0914287224,13931.229493834011,0.0,232.03346717210843,1.7796966932100715,Asia
Australia,2032,1556.3191303372168,766.4969804229197,534.3427775424014,98.85339340527791,1178.533620581057,4134.545902288873,0.0,9956.957116762196,13833.710887377172,0.0,257.79213167389753,1.977265649938794,Asia
Australia,2033,1554.0534243730972,747.7043116242121,541.0344209553546,105.43694304185816,1148.4148805396635,4096.643980534185,0.0,9879.184214515757,13695.3737785034,0.0,280.4544165465413,2.151085374911972,Asia
Australia,2034,1542.6349269094574,731.8606148377752,547.2647441624989,110.14578216500891,1115.2587574889044,4047.1648255636446,0.0,9756.285868398945,13499.529933470802,0.0,303.9207604917883,2.331072232972016,Asia
Australia,2035,1536.7257798871328,685.148496279211,553.0151785326406,113.2770507551706,1077.7107010712105,3965.877206525365,0.0,9569.267879247083,13216.039804867916,0.0,319.10528090453226,2.4475375045377623,Asia
Australia,2036,1524.3893353444228,666.437459050291,554.8083437402888,116.80130477324,1034.2992131542728,3896.735656062516,0.0,9296.410276498487,12861.849938097455,0.0,331.2959944635477,2.541040277535411,Asia
Australia,2037,1510.3276156868378,647.519830295782,556.4108591167545,119.62478713227026,993.7748075346265,3827.657899766271,0.0,9043.405754035295,12524.869469719302,0.0,346.19418408226375,2.6553093919109627,Asia
Australia,2038,1492.3885512474153,628.9381541254002,557.630337621788,122.40152730120036,955.9490112038106,3757.3075814996146,0.0,8809.431941848032,12209.242759082375,0.0,357.49676426527003,2.742000181914621,Asia
Australia,2039,1468.1111835841061,610.708123602015,558.4639076910855,124.48493220914472,915.2042930464794,3676.972440132831,0.0,8522.3080049396,11830.756233550823,0.0,368.52421152160787,2.826580702370732,Asia
Australia,2040,1445.3023587263942,590.9905630324738,558.4986920463797,126.5420886168809,874.3055495003398,3595.6392519224682,0.0,8051.950647307718,11268.79531245716,0.0,378.7945867730268,2.9053544805491156,Asia
Australia,2041,1418.9082327623355,571.8659650099148,557.1028175541842,128.5212391812766,831.2349615889839,3507.633216096695,0.0,7705.653643238786,10829.31229527133,0.0,383.9745640641504,2.9450849063720335,Asia
Australia,2042,1399.2024478160386,553.5160605556498,555.7021431620057,129.86371821267352,783.4982574044137,3421.7826271507815,0.0,7276.649855105854,10314.919961245942,0.0,383.5125210106944,2.941541036152026,Asia
Australia,2043,1382.440420072065,535.9116910054503,554.3008654038288,131.18735702984256,747.2495412991348,3351.0898748103214,0.0,6985.855651204601,9953.897762602333,0.0,383.0477634125891,2.9379763453745587,Asia
Australia,2044,1369.2795926541062,519.0247478428955,552.8944947012691,131.9028366402025,713.3150832400511,3286.4167550785246,0.0,6711.6841428676435,9620.442187555156,0.0,377.6587103910115,2.896642308699058,Asia
Australia,2045,1355.081480153498,500.540629819587,551.4830460626141,132.8306857684096,679.7011155050154,3219.636957309124,0.0,6426.647704428502,9271.220136146903,0.0,375.06452559072386,2.876744911280852,Asia
Australia,2046,1342.874752819573,482.83238975245627,550.0665342843707,133.29493099136675,648.2036329344572,3157.272240782224,0.0,6157.137911770562,8945.800309368147,0.0,368.6098431846385,2.8272374972261773,Asia
Australia,2047,1331.54175696338,465.87086779857896,548.6449505511097,133.06410819017412,618.6643739625954,3097.786057465838,0.0,5902.152840150392,8634.486458602136,0.0,365.4524390140941,2.803020207238102,Asia
Australia,2048,1323.509660285971,449.6279395248679,547.2182503187831,132.9281457778876,590.7612777327568,3044.0452736402663,0.0,5658.033871891028,8342.640816301384,0.0,359.43832922990987,2.7568919851934086,Asia
Australia,2049,1317.079047557217,434.07648043249856,545.7863781178654,132.5585106100608,564.7504994328059,2994.2509161504477,0.0,5429.877424850663,8075.67631017974,0.0,348.4520308213714,2.6726270763999187,Asia
Australia,2050,1310.197523686712,419.19033166750353,544.7652777449489,132.1539399788382,532.7657229642608,2939.0727960422632,0.0,5092.779933909515,7696.119523601292,0.0,335.7332063504873,2.5750736927082376,Asia
Bangladesh,2010,1082.1917808219177,504.93150684931504,262.73972602739724,107.67123287671232,0.0,1957.5342465753424,0.0,0.0,1957.5342465753424,0.0,0.0,0.0,Asia
Bangladesh,2011,1169.1256830601094,510.655737704918,267.21311475409834,107.65027322404372,0.0,2054.6448087431695,0.0,0.0,2054.6448087431695,0.0,0.0,0.0,Asia
Bangladesh,2012,1268.2191780821918,536.1643835616438,269.86301369863014,112.32876712328768,0.0,2186.5753424657537,0.0,0.0,2186.5753424657537,0.0,0.0,0.0,Asia
Bangladesh,2013,1318.3561643835617,536.1643835616438,302.4657534246575,112.05479452054794,0.0,2269.0410958904113,0.0,0.0,2269.0410958904113,0.0,0.0,0.0,Asia
Bangladesh,2014,1383.013698630137,552.054794520548,348.7671232876712,117.53424657534246,0.0,2401.3698630136983,0.0,0.0,2401.3698630136983,0.0,0.0,0.0,Asia
Bangladesh,2015,1531.1475409836066,569.9453551912568,411.2021857923497,127.04918032786885,0.0,2639.3442622950815,0.0,0.0,2639.3442622950815,0.0,0.0,0.0,Asia
Bangladesh,2016,1545.4794520547946,581.3698630136986,446.8493150684931,128.76712328767124,2.73972602739726,2705.205479452055,0.0,0.0,2705.205479452055,0.0,0.0,0.0,Asia
Bangladesh,2017,1532.054794520548,572.054794520548,455.3424657534247,126.57534246575342,2.4657534246575343,2688.4931506849316,0.0,0.0,2688.4931506849316,0.0,0.0,0.0,Asia
Bangladesh,2018,1666.849315068493,611.2328767123288,456.986301369863,118.9041095890411,2.73972602739726,2856.7123287671234,0.0,0.0,2764.9297938648915,0.0,91.80704041720993,0.7041600000000001,Asia
Bangladesh,2019,1659.8360655737704,574.5901639344262,380.8743169398906,101.63934426229508,2.73972602739726,2719.67961673778,0.0,0.0,2175.862362337057,0.0,543.9624511082139,4.172192000000001,Asia
Bangladesh,2020,1629.86301369863,675.3424657534247,384.1095890410959,98.9041095890411,0.0,2788.219178082192,0.0,0.0,2202.314073590679,0.0,586.0615384615385,4.495092,Asia
Bangladesh,2021,1582.7397260273972,688.7671232876712,366.5753424657534,105.20547945205479,0.0,2743.2876712328766,0.0,0.0,2040.8505772482704,0.0,702.6246414602347,5.389131,Asia
Bangladesh,2022,1516.986301369863,627.1232876712329,291.50684931506845,118.9041095890411,0.0,2554.5205479452056,0.0,0.0,1969.421616735859,0.0,585.2551499348109,4.488906999999999,Asia
Bangladesh,2023,1535.861,597.2185792349727,288.05464480874315,123.10928961748634,0.0,2544.243513661202,0.0,0.0,1826.9905579729107,0.0,717.4444589308998,5.502799000000001,Asia
Bangladesh,2024,1565.7956529855194,579.0423287671232,283.733825136612,127.0487868852459,0.0,2555.6205937745003,0.0,0.0,1796.7169594082543,0.0,759.1062581486311,5.822345,Asia
Bangladesh,2025,1446.482682575778,569.5116365753424,278.0591486338797,130.22500655737704,0.0,2424.278474342377,0.0,0.0,1577.3519103039907,0.0,846.9265640383865,6.495926746174424,Asia
Bangladesh,2026,1434.1534090013977,575.2067529410958,273.8882614043715,132.8295066885246,0.0,2416.0779300353897,0.0,0.0,1450.0011669778844,0.0,966.0767630575053,7.409808772651066,Asia
